time,status,attention,faces,yawns
2025-12-21T18:40:37.645026,Active,100,1,0
2025-12-21T18:40:37.687585,Active,100,1,0
2025-12-21T18:40:37.738138,Active,100,1,0
2025-12-21T18:40:37.768020,Active,100,1,0
2025-12-21T18:40:37.818737,Active,100,1,0
2025-12-21T18:40:37.853756,Active,100,1,0
2025-12-21T18:40:37.888568,Active,100,1,0
2025-12-21T18:40:37.906807,Active,100,1,0
2025-12-21T18:40:37.952043,Active,100,1,0
2025-12-21T18:40:37.974855,Active,100,1,0
2025-12-21T18:40:38.026988,Active,100,1,0
2025-12-21T18:40:38.046414,Active,100,1,0
2025-12-21T18:40:38.096673,Active,100,1,0
2025-12-21T18:40:38.115702,Active,100,1,0
2025-12-21T18:40:38.163150,Active,100,1,0
2025-12-21T18:40:38.199932,Active,100,1,0
2025-12-21T18:40:38.229924,Active,100,1,0
2025-12-21T18:40:38.253272,Active,100,1,0
2025-12-21T18:40:38.282479,Active,100,1,0
2025-12-21T18:40:38.306778,Active,100,1,0
2025-12-21T18:40:38.313874,Active,100,1,0
2025-12-21T18:40:38.343810,Active,100,1,0
2025-12-21T18:40:38.377975,Active,100,1,0
2025-12-21T18:40:38.412500,Active,100,1,0
2025-12-21T18:40:38.446124,Active,100,1,0
2025-12-21T18:40:38.491296,Active,100,1,0
2025-12-21T18:40:38.525376,Active,100,1,0
2025-12-21T18:40:38.572897,Active,100,1,0
2025-12-21T18:40:38.607122,Active,100,1,0
2025-12-21T18:40:38.614099,Active,100,1,0
2025-12-21T18:40:38.648067,Active,100,1,0
2025-12-21T18:40:38.694830,Active,100,1,0
2025-12-21T18:40:38.716560,Active,100,1,0
2025-12-21T18:40:38.765823,Active,100,1,0
2025-12-21T18:40:38.809822,Active,100,1,0
2025-12-21T18:40:38.839942,Active,100,1,0
2025-12-21T18:40:38.873679,Active,100,1,0
2025-12-21T18:40:38.907647,Active,100,1,0
2025-12-21T18:40:38.930700,Active,100,1,0
2025-12-21T18:40:38.966136,Active,100,1,0
2025-12-21T18:40:38.984681,Active,100,1,0
2025-12-21T18:40:39.035944,Active,100,1,0
2025-12-21T18:40:39.069648,Active,100,1,0
2025-12-21T18:40:39.088464,Active,100,1,0
2025-12-21T18:40:39.108227,Active,100,1,0
2025-12-21T18:40:39.143676,Active,100,1,0
2025-12-21T18:40:39.177702,Active,100,1,0
2025-12-21T18:40:39.242672,Active,100,1,0
2025-12-21T18:40:39.262037,Active,100,1,0
2025-12-21T18:40:39.308376,Active,100,1,0
2025-12-21T18:40:39.329810,Active,100,1,0
2025-12-21T18:40:39.363820,Active,100,1,0
2025-12-21T18:40:39.413222,Active,100,1,0
2025-12-21T18:40:39.447159,Active,100,1,0
2025-12-21T18:40:39.483160,Active,100,1,0
2025-12-21T18:40:39.505721,Active,100,1,0
2025-12-21T18:40:39.539672,Active,100,1,0
2025-12-21T18:40:39.576686,Active,100,1,0
2025-12-21T18:40:39.610899,Active,100,1,0
2025-12-21T18:40:39.642107,Active,100,1,0
2025-12-21T18:40:39.678253,Active,100,1,0
2025-12-21T18:40:39.709439,Active,100,1,0
2025-12-21T18:40:39.749431,Active,100,1,0
2025-12-21T18:40:39.771946,Active,100,1,0
2025-12-21T18:40:39.821421,Active,100,1,0
2025-12-21T18:40:39.855156,Active,100,1,0
2025-12-21T18:40:39.882895,Active,100,1,0
2025-12-21T18:40:39.914307,Active,100,1,0
2025-12-21T18:40:39.932199,Active,100,1,0
2025-12-21T18:40:39.963680,Active,100,1,0
2025-12-21T18:40:39.985840,Active,100,1,0
2025-12-21T18:40:40.024342,Not Present ❌,100,0,0
2025-12-21T18:40:40.043705,Not Present ❌,100,0,0
2025-12-21T18:40:40.087973,Not Present ❌,100,0,0
2025-12-21T18:40:40.109782,Not Present ❌,100,0,0
2025-12-21T18:40:40.155321,Active,99,1,0
2025-12-21T18:40:40.190884,Active,98,1,0
2025-12-21T18:40:40.214777,Not Present ❌,98,0,0
2025-12-21T18:40:40.237406,Not Present ❌,98,0,0
2025-12-21T18:40:40.286011,Not Present ❌,98,0,0
2025-12-21T18:40:40.304544,Not Present ❌,98,0,0
2025-12-21T18:40:40.319695,Not Present ❌,98,0,0
2025-12-21T18:40:40.364602,Not Present ❌,98,0,0
2025-12-21T18:40:40.425220,Not Present ❌,98,0,0
2025-12-21T18:40:40.435870,Not Present ❌,98,0,0
2025-12-21T18:40:40.489488,Not Present ❌,98,0,0
2025-12-21T18:40:40.511402,Not Present ❌,98,0,0
2025-12-21T18:40:40.552837,Not Present ❌,98,0,0
2025-12-21T18:40:40.575528,Not Present ❌,98,0,0
2025-12-21T18:40:40.623560,Not Present ❌,98,0,0
2025-12-21T18:40:40.630154,Not Present ❌,98,0,0
2025-12-21T18:40:40.698202,Not Present ❌,98,0,0
2025-12-21T18:40:40.715844,Not Present ❌,98,0,0
2025-12-21T18:40:40.734788,Not Present ❌,98,0,0
2025-12-21T18:40:40.760074,Not Present ❌,98,0,0
2025-12-21T18:40:40.826000,Not Present ❌,98,0,0
2025-12-21T18:40:40.850448,Not Present ❌,98,0,0
2025-12-21T18:40:40.886416,Not Present ❌,98,0,0
2025-12-21T18:40:40.912424,Not Present ❌,98,0,0
2025-12-21T18:40:40.952497,Not Present ❌,98,0,0
2025-12-21T18:40:40.972075,Not Present ❌,98,0,0
2025-12-21T18:40:41.023395,Not Present ❌,98,0,0
2025-12-21T18:40:41.034267,Not Present ❌,98,0,0
2025-12-21T18:40:41.053892,Not Present ❌,98,0,0
2025-12-21T18:40:41.097372,Not Present ❌,98,0,0
2025-12-21T18:40:41.116475,Not Present ❌,98,0,0
2025-12-21T18:40:41.164893,Not Present ❌,98,0,0
2025-12-21T18:40:41.224761,Not Present ❌,98,0,0
2025-12-21T18:40:41.246093,Not Present ❌,98,0,0
2025-12-21T18:40:41.298917,Not Present ❌,98,0,0
2025-12-21T18:40:41.317420,Not Present ❌,98,0,0
2025-12-21T18:40:41.353713,Not Present ❌,98,0,0
2025-12-21T18:40:41.372700,Not Present ❌,98,0,0
2025-12-21T18:40:41.416623,Not Present ❌,98,0,0
2025-12-21T18:40:41.435473,Not Present ❌,98,0,0
2025-12-21T18:40:41.454314,Not Present ❌,98,0,0
2025-12-21T18:40:41.503454,Not Present ❌,98,0,0
2025-12-21T18:40:41.513758,Not Present ❌,98,0,0
2025-12-21T18:40:41.564891,Not Present ❌,98,0,0
2025-12-21T18:40:41.624128,Not Present ❌,98,0,0
2025-12-21T18:40:41.642983,Not Present ❌,98,0,0
2025-12-21T18:40:41.695422,Not Present ❌,98,0,0
2025-12-21T18:40:41.714921,Not Present ❌,98,0,0
2025-12-21T18:40:41.755131,Not Present ❌,98,0,0
2025-12-21T18:40:41.773762,Not Present ❌,98,0,0
2025-12-21T18:40:41.791976,Not Present ❌,98,0,0
2025-12-21T18:40:41.833088,Not Present ❌,98,0,0
2025-12-21T18:40:41.852690,Not Present ❌,98,0,0
2025-12-21T18:40:41.895446,Not Present ❌,98,0,0
2025-12-21T18:40:41.915730,Not Present ❌,98,0,0
2025-12-21T18:40:41.960234,Not Present ❌,98,0,0
2025-12-21T18:40:42.026831,Not Present ❌,98,0,0
2025-12-21T18:40:42.043894,Not Present ❌,98,0,0
2025-12-21T18:40:42.094395,Not Present ❌,98,0,0
2025-12-21T18:40:42.107117,Not Present ❌,98,0,0
2025-12-21T18:40:42.153353,Not Present ❌,98,0,0
2025-12-21T18:40:42.178777,Not Present ❌,98,0,0
2025-12-21T18:40:42.191585,Not Present ❌,98,0,0
2025-12-21T18:40:42.234483,Not Present ❌,98,0,0
2025-12-21T18:40:42.251223,Not Present ❌,98,0,0
2025-12-21T18:40:42.296342,Not Present ❌,98,0,0
2025-12-21T18:40:42.307586,Not Present ❌,98,0,0
2025-12-21T18:40:42.372496,Not Present ❌,98,0,0
2025-12-21T18:40:42.423704,Not Present ❌,98,0,0
2025-12-21T18:40:42.443936,Not Present ❌,98,0,0
2025-12-21T18:40:42.490321,Not Present ❌,98,0,0
2025-12-21T18:40:42.514018,Not Present ❌,98,0,0
2025-12-21T18:40:42.551434,Not Present ❌,98,0,0
2025-12-21T18:40:42.569795,Not Present ❌,98,0,0
2025-12-21T18:40:42.589758,Not Present ❌,98,0,0
2025-12-21T18:40:42.638846,Not Present ❌,98,0,0
2025-12-21T18:40:42.653440,Not Present ❌,98,0,0
2025-12-21T18:40:42.698670,Not Present ❌,98,0,0
2025-12-21T18:40:42.718530,Not Present ❌,98,0,0
2025-12-21T18:40:42.759428,Not Present ❌,98,0,0
2025-12-21T18:40:42.826292,Not Present ❌,98,0,0
2025-12-21T18:40:42.844354,Not Present ❌,98,0,0
2025-12-21T18:40:42.897106,Not Present ❌,98,0,0
2025-12-21T18:40:42.903106,Not Present ❌,98,0,0
2025-12-21T18:40:42.918565,Not Present ❌,98,0,0
2025-12-21T18:40:42.969533,Not Present ❌,98,0,0
2025-12-21T18:40:42.988676,Not Present ❌,98,0,0
2025-12-21T18:40:43.037115,Not Present ❌,98,0,0
2025-12-21T18:40:43.052750,Not Present ❌,98,0,0
2025-12-21T18:40:43.097297,Not Present ❌,98,0,0
2025-12-21T18:40:43.119337,Not Present ❌,98,0,0
2025-12-21T18:40:43.168261,Not Present ❌,98,0,0
2025-12-21T18:40:43.230478,Not Present ❌,98,0,0
2025-12-21T18:40:43.244480,Not Present ❌,98,0,0
2025-12-21T18:40:43.288656,Not Present ❌,98,0,0
2025-12-21T18:40:43.308904,Not Present ❌,98,0,0
2025-12-21T18:40:43.328038,Not Present ❌,98,0,0
2025-12-21T18:40:43.371455,Not Present ❌,98,0,0
2025-12-21T18:40:43.390595,Not Present ❌,98,0,0
2025-12-21T18:40:43.432044,Not Present ❌,98,0,0
2025-12-21T18:40:43.443456,Not Present ❌,98,0,0
2025-12-21T18:40:43.500267,Not Present ❌,98,0,0
2025-12-21T18:40:43.512726,Not Present ❌,98,0,0
2025-12-21T18:40:43.565483,Not Present ❌,98,0,0
2025-12-21T18:40:43.627325,Not Present ❌,98,0,0
2025-12-21T18:40:43.646675,Not Present ❌,98,0,0
2025-12-21T18:40:43.706455,Not Present ❌,98,0,0
2025-12-21T18:40:43.728062,Not Present ❌,98,0,0
2025-12-21T18:40:43.741679,Not Present ❌,98,0,0
2025-12-21T18:40:43.769119,Not Present ❌,98,0,0
2025-12-21T18:40:43.786835,Not Present ❌,98,0,0
2025-12-21T18:40:43.850131,Active,98,1,0
2025-12-21T18:40:43.884258,Active,98,1,0
2025-12-21T18:40:43.919250,Active,98,1,0
2025-12-21T18:40:43.936809,Active,98,1,0
2025-12-21T18:40:43.987632,Active,98,1,0
2025-12-21T18:40:44.042450,Active,98,1,0
2025-12-21T18:40:44.061750,Active,98,1,0
2025-12-21T18:40:44.112783,Active,98,1,0
2025-12-21T18:40:44.142300,Active,98,1,0
2025-12-21T18:40:44.166621,Active,98,1,0
2025-12-21T18:40:44.196121,Active,98,1,0
2025-12-21T18:40:44.202445,Active,98,1,0
2025-12-21T18:40:44.249268,Active,98,1,0
2025-12-21T18:40:44.288274,Active,98,1,0
2025-12-21T18:40:44.326927,Active,98,1,0
2025-12-21T18:40:44.344515,Active,98,1,0
2025-12-21T18:40:44.379536,Active,98,1,0
2025-12-21T18:40:44.427260,Active,98,1,0
2025-12-21T18:40:44.475792,Active,98,1,0
2025-12-21T18:40:44.505167,Active,98,1,0
2025-12-21T18:40:44.537387,Active,98,1,0
2025-12-21T18:40:44.571044,Active,98,1,0
2025-12-21T18:40:44.608054,Active,98,1,0
2025-12-21T18:40:44.640452,Active,98,1,0
2025-12-21T18:40:44.660009,Active,98,1,0
2025-12-21T18:40:44.695573,Active,98,1,0
2025-12-21T18:40:44.728866,Active,98,1,0
2025-12-21T18:40:44.779990,Active,98,1,0
2025-12-21T18:40:44.798471,Active,98,1,0
2025-12-21T18:40:44.854683,Active,98,1,0
2025-12-21T18:40:44.875169,Active,98,1,0
2025-12-21T18:40:44.924519,Active,98,1,0
2025-12-21T18:40:44.958203,Active,98,1,0
2025-12-21T18:40:44.996328,Active,98,1,0
2025-12-21T18:40:45.032586,Active,98,1,0
2025-12-21T18:40:45.050885,Active,98,1,0
2025-12-21T18:40:45.097375,Active,98,1,0
2025-12-21T18:40:45.134504,Active,98,1,0
2025-12-21T18:40:45.163900,Active,98,1,0
2025-12-21T18:40:45.178709,Active,98,1,0
2025-12-21T18:40:45.229470,Active,98,1,0
2025-12-21T18:40:45.248398,Active,98,1,0
2025-12-21T18:40:45.298281,Active,98,1,0
2025-12-21T18:40:45.325246,Active,98,1,0
2025-12-21T18:40:45.356076,Active,98,1,0
2025-12-21T18:40:45.400487,Active,98,1,0
2025-12-21T18:40:45.440199,Active,98,1,0
2025-12-21T18:40:45.450272,Active,98,1,0
2025-12-21T18:40:45.501013,Active,98,1,0
2025-12-21T18:40:45.534808,Active,98,1,0
2025-12-21T18:40:45.569273,Active,98,1,0
2025-12-21T18:40:45.603565,Active,98,1,0
2025-12-21T18:40:45.641078,Active,98,1,0
2025-12-21T18:40:45.671061,Active,98,1,0
2025-12-21T18:40:45.706114,Active,98,1,0
2025-12-21T18:40:45.726438,Active,98,1,0
2025-12-21T18:40:45.777010,Active,98,1,0
2025-12-21T18:40:45.807845,Active,98,1,0
2025-12-21T18:40:45.828231,Active,98,1,0
2025-12-21T18:40:45.877247,Active,97,1,0
2025-12-21T18:40:45.915277,Active,97,1,0
2025-12-21T18:40:45.926143,Active,96,1,0
2025-12-21T18:40:45.956843,Active,96,1,0
2025-12-21T18:40:45.992102,Active,96,1,0
2025-12-21T18:40:46.043524,Active,96,1,0
2025-12-21T18:40:46.077327,Active,96,1,0
2025-12-21T18:40:46.110246,Active,96,1,0
2025-12-21T18:40:46.129980,Active,96,1,0
2025-12-21T18:40:46.163932,Active,96,1,0
2025-12-21T18:40:46.200723,Active,96,1,0
2025-12-21T18:40:46.235101,Active,96,1,0
2025-12-21T18:40:46.268328,Active,96,1,0
2025-12-21T18:40:46.305150,Active,96,1,0
2025-12-21T18:40:46.326781,Active,96,1,0
2025-12-21T18:40:46.375565,Active,97,1,0
2025-12-21T18:40:46.394067,Active,97,1,0
2025-12-21T18:40:46.443064,Active,97,1,0
2025-12-21T18:40:46.461871,Active,97,1,0
2025-12-21T18:40:46.515278,Active,97,1,0
2025-12-21T18:40:46.534216,Active,97,1,0
2025-12-21T18:40:46.566399,Active,97,1,0
2025-12-21T18:40:46.634648,Active,97,1,0
2025-12-21T18:40:46.684036,Active,97,1,0
2025-12-21T18:40:46.718153,Active,97,1,0
2025-12-21T18:40:46.753016,Active,97,1,0
2025-12-21T18:40:46.787448,Active,97,1,0
2025-12-21T18:40:46.811318,Active,97,1,0
2025-12-21T18:40:46.872749,Active,97,1,0
2025-12-21T18:40:46.908539,Active,97,1,0
2025-12-21T18:40:46.940193,Active,97,1,0
2025-12-21T18:40:46.976334,Active,97,1,0
2025-12-21T18:40:47.009872,Active,97,1,0
2025-12-21T18:40:47.047074,Active,97,1,0
2025-12-21T18:40:47.081813,Active,97,1,0
2025-12-21T18:40:47.116119,Active,97,1,0
2025-12-21T18:40:47.148228,Active,97,1,0
2025-12-21T18:40:47.185337,Active,97,1,0
2025-12-21T18:40:47.205111,Active,97,1,0
2025-12-21T18:40:47.209061,Active,97,1,0
2025-12-21T18:40:47.252185,Active,97,1,0
2025-12-21T18:40:47.274306,Active,97,1,0
2025-12-21T18:40:47.337024,Active,97,1,0
2025-12-21T18:40:47.370335,Active,97,1,0
2025-12-21T18:40:47.389865,Active,97,1,0
2025-12-21T18:40:47.429060,Active,97,1,0
2025-12-21T18:40:47.461455,Active,97,1,0
2025-12-21T18:40:47.512265,Active,97,1,0
2025-12-21T18:40:47.528341,Active,97,1,0
2025-12-21T18:40:47.546316,Active,97,1,0
2025-12-21T18:40:47.577018,Active,97,1,0
2025-12-21T18:40:47.627087,Active,97,1,0
2025-12-21T18:40:47.645741,Active,97,1,0
2025-12-21T18:40:47.678551,Active,97,1,0
2025-12-21T18:40:47.703504,Active,97,1,0
2025-12-21T18:40:47.753187,Active,97,1,0
2025-12-21T18:40:47.784631,Active,97,1,0
2025-12-21T18:40:47.830595,Active,97,1,0
2025-12-21T18:40:47.852845,Active,97,1,0
2025-12-21T18:40:47.902483,Active,97,1,0
2025-12-21T18:40:47.931137,Active,97,1,0
2025-12-21T18:40:47.969172,Active,97,1,0
2025-12-21T18:40:48.008268,Active,97,1,0
2025-12-21T18:40:48.043908,Active,96,1,0
2025-12-21T18:40:48.061124,Active,96,1,0
2025-12-21T18:40:48.110594,Active,96,1,0
2025-12-21T18:40:48.141969,Active,95,1,0
2025-12-21T18:40:48.180346,Active,95,1,0
2025-12-21T18:40:48.199745,Active,94,1,0
2025-12-21T18:40:48.250303,Active,94,1,0
2025-12-21T18:40:48.284119,Active,94,1,0
2025-12-21T18:40:48.318118,Active,93,1,0
2025-12-21T18:40:48.352030,Active,93,1,0
2025-12-21T18:40:48.386251,Active,93,1,0
2025-12-21T18:40:48.404600,Active,92,1,0
2025-12-21T18:40:48.454560,Active,92,1,0
2025-12-21T18:40:48.488338,Active,91,1,0
2025-12-21T18:40:48.505851,Active,91,1,0
2025-12-21T18:40:48.555217,Active,91,1,0
2025-12-21T18:40:48.573094,Active,90,1,0
2025-12-21T18:40:48.619416,Active,90,1,0
2025-12-21T18:40:48.649960,Active,90,1,0
2025-12-21T18:40:48.679397,Active,89,1,0
2025-12-21T18:40:48.730020,Active,89,1,0
2025-12-21T18:40:48.747517,Active,89,1,0
2025-12-21T18:40:48.793878,Active,88,1,0
2025-12-21T18:40:48.829808,Active,88,1,0
2025-12-21T18:40:48.848011,Active,88,1,0
2025-12-21T18:40:48.893839,Active,87,1,0
2025-12-21T18:40:48.936567,Active,87,1,0
2025-12-21T18:40:48.971182,Active,87,1,0
2025-12-21T18:40:48.989081,Active,86,1,0
2025-12-21T18:40:49.020085,Active,86,1,0
2025-12-21T18:40:49.056579,Active,86,1,0
2025-12-21T18:40:49.076780,Active,86,1,0
2025-12-21T18:40:49.111869,Active,85,1,0
2025-12-21T18:40:49.132745,Active,85,1,0
2025-12-21T18:40:49.152315,Active,85,1,0
2025-12-21T18:40:49.202752,Active,84,1,0
2025-12-21T18:40:49.236968,Active,84,1,0
2025-12-21T18:40:49.268401,Active,84,1,0
2025-12-21T18:40:49.306974,Active,83,1,0
2025-12-21T18:40:49.335437,Active,83,1,0
2025-12-21T18:40:49.371030,Active,83,1,0
2025-12-21T18:40:49.405117,Active,83,1,0
2025-12-21T18:40:49.439963,Active,83,1,0
2025-12-21T18:40:49.460112,Active,83,1,0
2025-12-21T18:40:49.478486,Active,83,1,0
2025-12-21T18:40:49.513298,Active,83,1,0
2025-12-21T18:40:49.547931,Active,83,1,0
2025-12-21T18:40:49.594081,Active,83,1,0
2025-12-21T18:40:49.612500,Active,83,1,0
2025-12-21T18:40:49.648667,Active,83,1,0
2025-12-21T18:40:49.670279,Active,83,1,0
2025-12-21T18:40:49.719573,Active,83,1,0
2025-12-21T18:40:49.755513,Active,84,1,0
2025-12-21T18:40:49.787785,Active,84,1,0
2025-12-21T18:40:49.806102,Active,84,1,0
2025-12-21T18:40:49.865154,Active,84,1,0
2025-12-21T18:40:49.884419,Active,84,1,0
2025-12-21T18:40:49.933450,Active,84,1,0
2025-12-21T18:40:49.952536,Active,84,1,0
2025-12-21T18:40:49.973905,Active,84,1,0
2025-12-21T18:40:50.008918,Active,84,1,0
2025-12-21T18:40:50.058965,Active,84,1,0
2025-12-21T18:40:50.077999,Active,84,1,0
2025-12-21T18:40:50.120284,Active,84,1,0
2025-12-21T18:40:50.156824,Active,84,1,0
2025-12-21T18:40:50.204455,Active,84,1,0
2025-12-21T18:40:50.237828,Active,84,1,0
2025-12-21T18:40:50.258055,Active,84,1,0
2025-12-21T18:40:50.307598,Active,84,1,0
2025-12-21T18:40:50.313509,Active,84,1,0
2025-12-21T18:40:50.364702,Active,84,1,0
2025-12-21T18:40:50.384217,Active,84,1,0
2025-12-21T18:40:50.433311,Active,85,1,0
2025-12-21T18:40:50.451498,Active,85,1,0
2025-12-21T18:40:50.487340,Active,85,1,0
2025-12-21T18:40:50.540084,Active,85,1,0
2025-12-21T18:40:50.573702,Active,85,1,0
2025-12-21T18:40:50.593487,Active,85,1,0
2025-12-21T18:40:50.638360,Active,85,1,0
2025-12-21T18:40:50.660945,Active,85,1,0
2025-12-21T18:40:50.710432,Active,85,1,0
2025-12-21T18:40:50.743326,Active,85,1,0
2025-12-21T18:40:50.775312,Active,85,1,0
2025-12-21T18:40:50.798930,Active,85,1,0
2025-12-21T18:40:50.816868,Active,85,1,0
2025-12-21T18:40:50.838926,Active,85,1,0
2025-12-21T18:40:50.856764,Active,85,1,0
2025-12-21T18:40:50.920671,Active,85,1,0
2025-12-21T18:40:50.971999,Active,85,1,0
2025-12-21T18:40:51.015907,Active,85,1,0
2025-12-21T18:40:51.049561,Active,85,1,0
2025-12-21T18:40:51.083210,Active,85,1,0
2025-12-21T18:40:51.116791,Active,85,1,0
2025-12-21T18:40:51.139925,Active,85,1,0
2025-12-21T18:40:51.188474,Active,85,1,0
2025-12-21T18:40:51.224706,Active,86,1,0
2025-12-21T18:40:51.259929,Active,86,1,0
2025-12-21T18:40:51.293494,Active,86,1,0
2025-12-21T18:40:51.313175,Active,86,1,0
2025-12-21T18:40:51.346283,Active,86,1,0
2025-12-21T18:40:51.370500,Active,86,1,0
2025-12-21T18:40:51.384167,Active,86,1,0
2025-12-21T18:40:51.417403,Active,86,1,0
2025-12-21T18:40:51.448183,Active,86,1,0
2025-12-21T18:40:51.481594,Active,86,1,0
2025-12-21T18:40:51.528193,Active,86,1,0
2025-12-21T18:40:51.561762,Active,86,1,0
2025-12-21T18:40:51.580017,Active,86,1,0
2025-12-21T18:40:51.614622,Active,86,1,0
2025-12-21T18:40:51.673249,Active,86,1,0
2025-12-21T18:40:51.692763,Active,86,1,0
2025-12-21T18:40:51.741476,Active,86,1,0
2025-12-21T18:40:51.760815,Active,86,1,0
2025-12-21T18:40:51.781496,Active,86,1,0
2025-12-21T18:40:51.800295,Active,86,1,0
2025-12-21T18:40:51.861863,Active,86,1,0
2025-12-21T18:40:51.864741,Active,86,1,0
2025-12-21T18:40:51.930506,Active,86,1,0
2025-12-21T18:40:51.964853,Active,86,1,0
2025-12-21T18:40:51.990201,Active,86,1,0
2025-12-21T18:40:52.009468,Active,85,1,0
2025-12-21T18:40:52.054548,Active,85,1,0
2025-12-21T18:40:52.098499,Active,85,1,0
2025-12-21T18:40:52.118256,Active,85,1,0
2025-12-21T18:40:52.142386,Active,84,1,0
2025-12-21T18:40:52.181106,Active,84,1,0
2025-12-21T18:40:52.198810,Active,84,1,0
2025-12-21T18:40:52.245949,Active,84,1,0
2025-12-21T18:40:52.264208,Active,84,1,0
2025-12-21T18:40:52.312821,Active,83,1,0
2025-12-21T18:40:52.330299,Active,83,1,0
2025-12-21T18:40:52.409615,Active,83,1,0
2025-12-21T18:40:52.429812,Active,83,1,0
2025-12-21T18:40:52.470629,Active,82,1,0
2025-12-21T18:40:52.489114,Active,82,1,0
2025-12-21T18:40:52.533982,Active,82,1,0
2025-12-21T18:40:52.557026,Active,82,1,0
2025-12-21T18:40:52.614422,Active,82,1,0
2025-12-21T18:40:52.643602,Active,81,1,0
2025-12-21T18:40:52.682874,Active,81,1,0
2025-12-21T18:40:52.716522,Active,81,1,0
2025-12-21T18:40:52.750298,Active,82,1,0
2025-12-21T18:40:52.768266,Active,82,1,0
2025-12-21T18:40:52.809758,Active,82,1,0
2025-12-21T18:40:52.860081,Active,82,1,0
2025-12-21T18:40:52.879325,Active,82,1,0
2025-12-21T18:40:52.928631,Active,82,1,0
2025-12-21T18:40:52.946098,Active,82,1,0
2025-12-21T18:40:52.981419,Active,82,1,0
2025-12-21T18:40:53.033653,Active,82,1,0
2025-12-21T18:40:53.067014,Active,82,1,0
2025-12-21T18:40:53.085187,Active,82,1,0
2025-12-21T18:40:53.135590,Active,82,1,0
2025-12-21T18:40:53.153587,Active,82,1,0
2025-12-21T18:40:53.201108,Active,82,1,0
2025-12-21T18:40:53.239670,Active,82,1,0
2025-12-21T18:40:53.274845,Active,82,1,0
2025-12-21T18:40:53.306080,Active,82,1,0
2025-12-21T18:40:53.327302,Active,82,1,0
2025-12-21T18:40:53.372860,Active,82,1,0
2025-12-21T18:40:53.394935,Active,81,1,0
2025-12-21T18:40:53.444642,Active,81,1,0
2025-12-21T18:40:53.462223,Active,81,1,0
2025-12-21T18:40:53.527609,Active,81,1,0
2025-12-21T18:40:53.546913,Active,81,1,0
2025-12-21T18:40:53.592530,Active,80,1,0
2025-12-21T18:40:53.657657,Active,80,1,0
2025-12-21T18:40:53.707767,Active,80,1,0
2025-12-21T18:40:53.747580,Active,80,1,0
2025-12-21T18:40:53.786365,Active,80,1,0
2025-12-21T18:40:53.821370,Active,79,1,0
2025-12-21T18:40:53.855005,Active,79,1,0
2025-12-21T18:40:53.874098,Active,79,1,0
2025-12-21T18:40:53.922659,Active,79,1,0
